ds,RAINFALL_MM,NDVI_VALUE,LST_VALUE
2025-03-06,5.329540734052642,0.6824364703955275,26.434742773604093
2025-03-22,-0.5037898121513011,0.6457715890620854,26.841242101835373
2025-04-07,6.785826359170624,0.6391363448359466,25.94521333655682
2025-04-23,-0.6993730521191854,0.5925741156174787,27.599009086262804
2025-05-09,2.696130067423094,0.5301534190800238,27.36283491974668
2025-05-25,-0.3261766479713124,0.4737307598910271,26.759427978844275
2025-06-10,2.4094859394354344,0.43494921458340147,25.191649212262785
2025-06-26,3.06489783345939,0.39081689419663157,24.679889539386796
2025-07-12,1.7046554046912692,0.36732182129423624,26.273820502801957
2025-07-28,0.6674496369052965,0.34210148845494454,28.281616201909195
2025-08-13,1.3126235070955556,0.301055512494386,30.824977523695733
2025-08-29,1.130446607204986,0.2863944700770311,30.292615917703625
2025-09-14,0.8261414229109558,0.2586674111719812,36.601718463758615
2025-09-30,1.6117832517856612,0.2640775898764137,37.55870396005517
2025-10-16,0.40606541716093103,0.25475267845447597,36.83199270012129
2025-11-01,6.769259983633193,0.26777162242018915,38.776789448066765
2025-11-17,0.4285654541529915,0.2900622958309938,37.0635688115682
2025-12-03,3.2242653828370647,0.338265418790124,37.856366895499875
2025-12-19,7.2357957648144,0.42351587042957944,33.84517132307558
2026-01-04,7.501911669052969,0.5109079957612683,29.281362802341878
2026-01-20,3.3224963811546777,0.6513457965955827,26.11784133393322
2026-02-05,5.822546050286782,0.682113598290325,27.063077469777287
2026-02-21,20.329078106352625,0.6668224567160334,27.463482349262556
2026-03-09,2.232740094065359,0.6480687867870258,26.26611250821498
2026-03-25,2.208879783707401,0.6157022665245255,26.53741701851473
2026-04-10,6.199484280055412,0.607524506162383,25.843589203885916
2026-04-26,-0.1484356996558529,0.5535619563228129,27.639758441100874
2026-05-12,3.3221226254438263,0.4923513258297098,26.954587516127255
2026-05-28,-0.07313247980211335,0.4379592441618932,26.49182287977006
2026-06-13,3.722583409323099,0.4007142854148821,24.621560402982553
2026-06-29,3.131348463240899,0.35608791788827804,24.80232484452297
2026-07-15,2.259569000627413,0.3380029902439621,26.243016023003488
2026-07-31,0.9669376857120211,0.3059596959353128,28.749514518702185
2026-08-16,2.235556160926108,0.2703732682930475,30.498222239202427
2026-09-01,1.2111730782872536,0.2540100364518411,30.70665890651878
2026-09-17,1.9119690512052276,0.22948269510786273,37.37544375377122
2026-10-03,1.5131549499014847,0.23692289548197926,36.82373787707424
2026-10-19,2.022642580854964,0.22565848092355856,37.17512836301087
2026-11-04,7.129110335943126,0.24532973579450587,38.329769988870964
2026-11-20,0.12847223161350652,0.26580158060738657,36.933601563297096
2026-12-06,5.220220935257656,0.325687606602869,37.417935445852294
2026-12-22,7.590252897881323,0.4078154806896022,32.70409188816578
2027-01-07,8.164376684767868,0.5063979203691275,28.468015303244933
2027-01-23,2.550678518503628,0.6397998311234235,25.71503095291829
2027-02-08,9.640621773338877,0.6500216544816745,27.264199385455225
2027-02-24,19.769254308369206,0.6387528120290242,26.93369732860414
2027-03-12,0.042477094679449046,0.6129381578129832,26.178345456806095
2027-03-28,4.977232842827329,0.5869818896706971,26.15814475366993
2027-04-13,5.1560787129978225,0.5739206251141994,25.87341347991481
2027-04-29,0.9119835258836764,0.5146643732902711,27.552292208023825
2027-05-15,3.530617442370338,0.4545625060987537,26.594346578595502
2027-05-31,0.5778277637132319,0.40299879761116403,26.1451152273818
2027-06-16,4.775711575202541,0.36585378990150563,24.13988898082034
2027-07-02,3.261472872519856,0.3225776841713728,24.952847835045183
2027-07-18,2.7488703514958432,0.30800431826477925,26.244794494819004
2027-08-03,1.4027288271027851,0.26964518078434707,29.212941950506394
2027-08-19,3.032975778536297,0.2405948746292155,30.055453156913313
2027-09-04,1.3815504070813787,0.2208748845597871,31.437948947673632
2027-09-20,2.9573457123636606,0.20189423889886968,37.811661587082575
2027-10-06,1.3899543763027138,0.20851687248083353,36.17575802793537
2027-10-22,3.9303715337630925,0.19808387770476354,37.54791261368406
2027-11-07,6.88090364916782,0.22242241390344286,37.761194680851716
2027-11-23,0.4306154482650024,0.24302210318600806,36.931355053004516
2027-12-09,6.985659050302254,0.31376637678601765,36.748340124039544
2027-12-25,7.98409838643007,0.39221791561511027,31.62633020168158
2028-01-10,8.526807979524575,0.5039933322396258,27.661942224092137
2028-01-26,2.222138307933876,0.6232308492342276,25.493527127669978
2028-02-11,13.741450215340244,0.6180626408937738,27.365832632044143
2028-02-27,17.85262342837018,0.6100039279841972,26.40118706119515
2028-03-14,-0.9461671483905914,0.5777953270319724,26.124286679905616
2028-03-30,7.372904716624641,0.5590245772711299,25.743866490694046
2028-04-15,3.9843829862723705,0.5384053392339047,26.007490182762314
2028-05-01,2.2909382054790233,0.47607313780289623,27.33345169554129
2028-05-17,3.4145841578220293,0.41684538318564124,26.29659820390434
2028-06-02,1.6107433124531578,0.36874872212300686,25.7029506977704
2028-06-18,5.516262764348762,0.33037895484191115,23.78843273675211
2028-07-04,3.5170621597960547,0.29047430438921185,25.084203345602848
2028-07-20,3.137144665890249,0.2767941050231213,26.32618819770932
2028-08-05,2.013533986319441,0.23384340441932272,29.594282081117996
2028-08-21,3.6379009684671764,0.211132955321113,29.597350288151677
2028-09-06,1.7387919226490784,0.1874949125109078,32.4220075508799
2028-09-22,3.831850808343826,0.1755561463608699,37.87427643952605
2028-10-08,1.4231567600255284,0.17894735752019306,35.716954668093074
2028-10-24,5.919484312514586,0.17222501723223763,37.84430209942991
2028-11-09,6.155858642535537,0.198720815689546,37.15852072087449
2028-11-25,1.3675639018674577,0.22235151271543763,36.98973143264081
2028-12-11,8.390545589528642,0.3016624317369506,35.86870849730661
2028-12-27,8.516989400935215,0.37769389371960943,30.63039704957545
2029-01-12,8.483995968839077,0.5025009975336677,26.87202702225139
2029-01-28,2.6344467522651005,0.601668362093053,25.451614448487035
2029-02-13,17.633870934537374,0.5870160133098923,27.32076109772664
2029-03-01,14.902894857727986,0.5799638416637922,25.92572736071086
2029-03-17,-0.6453452316216266,0.5433925961312376,26.051534199578796
2029-04-02,9.073908205161631,0.5310799997906126,25.34759991325408
2029-04-18,3.0069800870990435,0.5012964176099326,26.19766734645585
2029-05-04,3.748760551818866,0.4378247144304719,27.00441810403166
2029-05-20,3.1379564411385945,0.37935382926151934,26.05358180509579
2029-06-05,2.9328209628475403,0.334971088343441,25.171814099128603
2029-06-21,5.957584229986683,0.2945011661606435,23.587566947840795
2029-07-07,3.9138164415488843,0.2597152716018788,25.164676506793217
2029-07-23,3.426386306952417,0.24406605141259755,26.521040885186984
2029-08-08,2.7970569458823333,0.1991323454176964,29.82298228714981
2029-08-24,4.027309192594563,0.18138218489371435,29.23993875150776
2029-09-09,2.338615538231956,0.15449918523857242,33.547613697060754
2029-09-25,4.439062328445446,0.14989656642316013,37.587395628425455
2029-10-11,1.7806498395515216,0.14860230401184338,35.50450591515934
2029-10-27,7.747030494617683,0.14796195673056228,37.97809148483098
2029-11-12,5.174145656023335,0.17420848710961354,36.610045142708266
2029-11-28,2.8600404484989963,0.20413605905595875,37.02356257177844
2029-12-14,9.39598508653766,0.28871650709669294,34.82824590443636
2029-12-30,9.215331040480665,0.36518917130891093,29.71258920967364
2030-01-15,8.02137310894881,0.5004180548912895,26.125430411292562
2030-01-31,3.9963398348112786,0.5757135388364542,25.560289831578892
2030-02-16,20.817304679468172,0.5572108614310922,27.109825834493602
